start,end,text,speaker
1205.32,1205.38,I,SPEAKER_03
1205.42,1205.64,know,SPEAKER_03
1205.66,1205.8,like,SPEAKER_03
1205.84,1206.06,rooms,SPEAKER_03
1206.08,1206.181,do,SPEAKER_03
1206.221,1206.541,both,SPEAKER_03
1206.601,1206.661,and,SPEAKER_03
1206.721,1206.801,it,SPEAKER_03
1206.821,1206.941,just,SPEAKER_03
1206.961,1207.362,depends,SPEAKER_03
1207.422,1207.522,on,SPEAKER_03
1207.562,1207.742,like,SPEAKER_03
1208.603,1209.124,that's,SPEAKER_03
1209.144,1209.384,more,SPEAKER_03
1209.424,1209.624,like,SPEAKER_03
1209.865,1209.925,if,SPEAKER_03
1209.965,1210.025,you,SPEAKER_03
1210.045,1210.145,have,SPEAKER_03
1210.185,1210.265,a,SPEAKER_03
1210.285,1210.385,big,SPEAKER_03
1210.405,1210.525,group,SPEAKER_03
1210.585,1210.645,of,SPEAKER_03
1210.665,1211.206,people,SPEAKER_03
1211.727,1211.927,it,SPEAKER_03
1211.967,1212.147,might,SPEAKER_03
1212.187,1212.247,be,SPEAKER_03
1212.307,1212.507,better,SPEAKER_03
1212.527,1212.567,to,SPEAKER_03
1212.628,1212.728,have,SPEAKER_03
1212.768,1212.828,a,SPEAKER_03
1212.868,1213.188,non-linear,SPEAKER_03
1213.228,1213.488,room,SPEAKER_03
1213.569,1213.909,but,SPEAKER_03
1213.989,1214.049,if,SPEAKER_03
1214.129,1214.229,it's,SPEAKER_03
1214.249,1214.409,like,SPEAKER_03
1214.47,1214.55,a,SPEAKER_03
1214.57,1214.79,small,SPEAKER_03
1214.81,1215.09,number,SPEAKER_03
1215.17,1215.25,it,SPEAKER_03
1215.29,1215.411,would,SPEAKER_03
1215.431,1215.571,be,SPEAKER_03
1215.591,1215.791,better,SPEAKER_03
1215.831,1215.891,to,SPEAKER_03
1215.931,1216.031,have,SPEAKER_03
1216.091,1216.151,a,SPEAKER_04
1216.171,1216.412,linear,SPEAKER_04
1216.432,1216.592,room,SPEAKER_03
1218.144,1218.224,i,SPEAKER_04
1218.244,1218.424,think,SPEAKER_04
1219.005,1219.185,uh,SPEAKER_04
1219.845,1219.905,oh,SPEAKER_04
1219.925,1220.085,yeah,SPEAKER_04
1220.105,1220.265,that,SPEAKER_04
1220.305,1220.366,so,SPEAKER_04
1220.426,1220.466,we,SPEAKER_04
1220.506,1220.646,have,SPEAKER_04
1220.726,1220.826,to,SPEAKER_04
1220.846,1220.966,set,SPEAKER_04
1221.026,1221.046,a,SPEAKER_04
1221.066,1221.326,maximum,SPEAKER_00
1221.346,1221.546,what,SPEAKER_04
1221.566,1221.726,would,SPEAKER_04
1221.967,1222.127,six,SPEAKER_04
1222.147,1222.287,be,SPEAKER_04
1222.347,1222.847,good,SPEAKER_04
1223.047,1223.207,so,SPEAKER_00
1223.227,1223.347,then,SPEAKER_00
1223.407,1223.468,if,SPEAKER_00
1223.628,1223.728,it's,SPEAKER_00
1223.748,1223.888,five,SPEAKER_00
1223.908,1223.988,then,SPEAKER_00
1238.898,1239.358,Having,SPEAKER_04
1239.378,1239.979,linear,SPEAKER_04
1240.239,1240.499,puzzles,SPEAKER_04
1240.519,1240.719,might,SPEAKER_04
1240.739,1240.839,be,SPEAKER_04
1240.899,1241.379,easier.,SPEAKER_04
1242.08,1243.781,Yeah.,SPEAKER_04
1244.101,1244.441,Because,SPEAKER_04
1244.481,1244.541,it,SPEAKER_04
1244.561,1244.881,makes,SPEAKER_04
1244.901,1245.121,sense,SPEAKER_04
1245.141,1245.441,to,SPEAKER_04
1246.002,1246.762,parallelize,SPEAKER_04
1246.782,1246.962,the,SPEAKER_04
1246.982,1247.262,puzzles,SPEAKER_04
1247.342,1247.402,if,SPEAKER_04
1247.442,1247.582,you,SPEAKER_04
1247.602,1248.143,have,SPEAKER_04
1248.263,1248.343,at,SPEAKER_04
1248.483,1248.703,least,SPEAKER_04
1248.723,1249.023,three,SPEAKER_04
1249.083,1249.183,or,SPEAKER_04
1249.223,1249.683,four.,SPEAKER_04
1249.844,1250.024,Just,SPEAKER_02
1250.124,1250.484,to,SPEAKER_02
1250.604,1250.744,add,SPEAKER_02
1250.784,1250.964,to,SPEAKER_02
1250.984,1251.124,the,SPEAKER_02
1251.144,1251.364,"whole,",SPEAKER_02
1251.384,1251.404,I,SPEAKER_02
1251.444,1251.584,can,SPEAKER_02
1251.604,1251.704,say,SPEAKER_02
1251.724,1252.165,there's,SPEAKER_02
1252.185,1252.205,a,SPEAKER_02
1252.225,1252.645,glass,SPEAKER_02
1252.665,1253.045,shard,SPEAKER_02
1253.105,1253.145,of,SPEAKER_02
1253.225,1253.265,a,SPEAKER_02
1253.285,1253.625,broken,SPEAKER_02
1253.645,1253.765,beer,SPEAKER_02
1253.805,1254.046,bottle,SPEAKER_02
1254.166,1254.246,in,SPEAKER_02
1254.266,1254.346,the,SPEAKER_02
1254.386,1254.706,floor,SPEAKER_02
1255.346,1255.426,and,SPEAKER_02
1255.446,1255.947,"somebody,",SPEAKER_02
1255.987,1256.347,you,SPEAKER_02
1256.367,1256.507,"know,",SPEAKER_02
1256.567,1256.647,one,SPEAKER_02
1256.667,1256.787,girl,SPEAKER_02
1256.847,1256.947,out,SPEAKER_02
1257.007,1257.047,of,SPEAKER_02
1257.067,1257.127,the,SPEAKER_02
1257.147,1257.267,"group,",SPEAKER_02
1257.287,1257.487,she,SPEAKER_02
1257.707,1257.988,poured,SPEAKER_02
1258.028,1258.128,her,SPEAKER_02
1258.188,1258.368,feet,SPEAKER_02
1258.388,1258.468,and,SPEAKER_02
1258.488,1258.548,now,SPEAKER_02
1258.568,1258.708,she's,SPEAKER_02
1258.748,1258.928,bleeding.,SPEAKER_02
1258.988,1259.028,I,SPEAKER_02
1259.068,1259.168,have,SPEAKER_02
1259.188,1259.288,to,SPEAKER_02
1259.308,1259.448,"know,",SPEAKER_02
1259.488,1259.728,"yeah,",SPEAKER_02
1259.808,1259.888,I,SPEAKER_02
1260.089,1260.229,was,SPEAKER_02
1260.249,1260.329,so,SPEAKER_02
1260.349,1260.709,stressed,SPEAKER_02
1260.729,1260.949,about,SPEAKER_02
1260.969,1261.049,this.,SPEAKER_02
1268.503,1268.603,She,SPEAKER_02
1268.623,1268.883,could,SPEAKER_02
1268.903,1269.083,die.,SPEAKER_02
1271.285,1271.425,Make,SPEAKER_02
1271.445,1271.846,sense?,SPEAKER_02
1273.767,1274.207,Yeah.,SPEAKER_03
1274.267,1274.367,I,SPEAKER_03
1274.387,1274.668,didn't,SPEAKER_02
1274.708,1274.808,hear,SPEAKER_02
1274.828,1274.888,the,SPEAKER_02
1274.908,1275.148,first,SPEAKER_03
1275.168,1275.288,part.,SPEAKER_03
1275.308,1275.428,What,SPEAKER_02
1275.448,1275.628,did,SPEAKER_02
1275.648,1275.949,you,SPEAKER_02
1276.689,1277.209,say?,SPEAKER_02
1277.27,1277.33,I,SPEAKER_02
1277.37,1277.79,said,SPEAKER_02
1277.81,1278.07,there's,SPEAKER_02
1278.09,1278.11,a,SPEAKER_02
1278.13,1278.39,broken,SPEAKER_02
1278.41,1279.051,vehicle,SPEAKER_02
1279.131,1279.211,in,SPEAKER_02
1279.231,1279.531,that,SPEAKER_02
1279.571,1279.771,room,SPEAKER_02
1279.851,1280.112,and,SPEAKER_02
1280.532,1280.972,since,SPEAKER_02
1281.052,1281.112,it,SPEAKER_02
1281.132,1281.313,was,SPEAKER_02
1281.333,1281.753,pitched,SPEAKER_02
1281.793,1281.913,"out,",SPEAKER_02
1282.153,1282.573,so,SPEAKER_02
1282.834,1283.054,one,SPEAKER_02
1283.094,1283.414,girl,SPEAKER_02
1283.434,1283.614,put,SPEAKER_02
1283.634,1283.774,her,SPEAKER_02
1283.814,1284.175,feet,SPEAKER_02
1284.435,1284.655,onto,SPEAKER_02
1284.695,1284.835,that.,SPEAKER_02
1285.055,1285.355,"Oh,",SPEAKER_02
1285.556,1286.376,yeah.,SPEAKER_02
1286.396,1286.737,She's,SPEAKER_02
1287.097,1287.557,bleeding.,SPEAKER_02
1287.737,1287.837,Do,SPEAKER_02
1287.877,1287.997,that,SPEAKER_02
1288.057,1288.458,again.,SPEAKER_02
1291.52,1291.66,So,SPEAKER_03
1291.72,1291.78,I,SPEAKER_03
1291.86,1292.261,"almost,",SPEAKER_03
1292.341,1292.661,"uh,",SPEAKER_03
1293.121,1293.361,like,SPEAKER_03
1293.461,1293.902,urgent,SPEAKER_03
1294.382,1294.582,thing,SPEAKER_03
1294.602,1294.943,within,SPEAKER_03
1295.023,1295.243,it.,SPEAKER_03
1295.863,1296.284,Yeah.,SPEAKER_03
1297.044,1297.204,Just,SPEAKER_03
1297.224,1297.324,to,SPEAKER_03
1297.384,1297.504,add,SPEAKER_03
1297.524,1297.685,to,SPEAKER_03
1297.705,1298.065,that.,SPEAKER_03
1299.02,1299.3,Urgency.,SPEAKER_00
1299.42,1299.901,"Yeah,",SPEAKER_00
1299.961,1300.141,it's,SPEAKER_00
1300.181,1300.381,good.,SPEAKER_00
1314.213,1314.353,So,SPEAKER_03
1314.373,1314.493,what,SPEAKER_03
1314.513,1314.793,would,SPEAKER_03
1314.813,1314.873,be,SPEAKER_03
1314.913,1315.013,the,SPEAKER_03
1315.033,1315.213,best,SPEAKER_03
1315.233,1315.313,way,SPEAKER_03
1315.333,1315.413,to,SPEAKER_03
1315.434,1315.534,go,SPEAKER_03
1315.554,1315.734,about,SPEAKER_03
1315.774,1316.154,working,SPEAKER_03
1316.214,1316.314,on,SPEAKER_03
1316.334,1316.614,this?,SPEAKER_03
1316.975,1317.055,I,SPEAKER_03
1317.075,1317.215,think,SPEAKER_03
1317.275,1317.335,a,SPEAKER_03
1317.355,1317.755,flow,SPEAKER_03
1317.855,1318.096,chart,SPEAKER_03
1318.116,1318.296,could,SPEAKER_03
1318.316,1318.576,probably,SPEAKER_03
1318.616,1318.836,work.,SPEAKER_03
1319.457,1319.957,Yeah.,SPEAKER_03
1320.598,1320.918,Yeah.,SPEAKER_03
1325.588,1325.608,I,SPEAKER_03
1325.688,1325.988,have,SPEAKER_03
1326.048,1326.148,a,SPEAKER_03
1326.168,1326.288,chat,SPEAKER_04
1326.308,1326.448,gpt,SPEAKER_04
1326.468,1326.608,dump,SPEAKER_04
1326.668,1326.808,on,SPEAKER_04
1326.888,1327.108,the,SPEAKER_04
1327.148,1327.488,file,SPEAKER_04
1327.508,1327.648,for,SPEAKER_04
1327.668,1328.088,puzzle,SPEAKER_04
1328.129,1328.489,ideas,SPEAKER_04
1328.509,1329.009,so,SPEAKER_04
1329.069,1329.189,I,SPEAKER_04
1330.009,1330.389,dumped,SPEAKER_04
1330.489,1330.669,the,SPEAKER_04
1330.849,1331.029,puzzle,SPEAKER_00
1331.089,1331.409,ideas,SPEAKER_04
1331.429,1331.549,that,SPEAKER_04
1331.589,1331.769,we,SPEAKER_04
1331.849,1332.129,had,SPEAKER_04
1333.529,1333.649,that,SPEAKER_04
1333.669,1333.869,we,SPEAKER_04
1333.909,1334.33,planned,SPEAKER_04
1334.39,1334.59,out,SPEAKER_04
1334.63,1334.81,into,SPEAKER_04
1334.83,1335.01,chat,SPEAKER_04
1335.03,1335.41,gpt,SPEAKER_04
1335.43,1335.51,and,SPEAKER_04
1335.53,1335.67,then,SPEAKER_04
1336.21,1336.31,this,SPEAKER_04
1336.35,1336.41,is,SPEAKER_04
1336.43,1336.53,the,SPEAKER_04
1336.55,1336.95,fleshed,SPEAKER_04
1337.01,1337.15,out,SPEAKER_04
1337.17,1337.37,version.,SPEAKER_04
1337.99,1343.511,Okay.,SPEAKER_03
1343.531,1343.931,Maybe,SPEAKER_03
1343.971,1344.071,I'll,SPEAKER_03
1344.091,1344.451,just,SPEAKER_03
1344.471,1344.571,do,SPEAKER_03
1344.671,1344.771,it,SPEAKER_03
1344.891,1348.732,manually.,SPEAKER_03
1348.792,1348.932,I,SPEAKER_01
1349.092,1349.232,think,SPEAKER_01
1349.312,1349.392,it,SPEAKER_01
1349.412,1349.592,lets,SPEAKER_01
1349.612,1349.752,you,SPEAKER_01
1349.772,1350.192,draw,SPEAKER_01
1350.392,1350.532,an,SPEAKER_03
1350.892,1351.413,arrow.,SPEAKER_03
1351.533,1351.673,So,SPEAKER_03
1351.693,1351.813,you,SPEAKER_03
1351.833,1351.933,can,SPEAKER_03
1351.953,1352.093,just,SPEAKER_03
1352.113,1352.313,put,SPEAKER_03
1352.333,1352.713,sticky,SPEAKER_01
1352.733,1352.853,notes,SPEAKER_01
1352.913,1352.993,and,SPEAKER_01
1353.073,1353.513,arrows,SPEAKER_03
1353.533,1353.813,between,SPEAKER_03
1353.833,1353.953,them.,SPEAKER_03
1355.822,1355.922,okay,SPEAKER_03
1356.002,1356.202,okay,SPEAKER_03
1356.222,1357.603,so,SPEAKER_03
1357.623,1357.743,where,SPEAKER_03
1357.783,1357.903,would,SPEAKER_03
1357.923,1358.003,they,SPEAKER_03
1358.023,1358.163,okay,SPEAKER_03
1358.183,1358.223,so,SPEAKER_03
1358.243,1358.543,considering,SPEAKER_03
1358.623,1358.703,the,SPEAKER_03
1358.763,1359.123,storyline,SPEAKER_03
1359.263,1359.363,the,SPEAKER_03
1359.463,1359.803,moment,SPEAKER_03
1359.983,1360.083,they,SPEAKER_03
1360.123,1360.263,enter,SPEAKER_03
1360.283,1360.343,the,SPEAKER_03
1360.404,1360.584,house,SPEAKER_03
1378.413,1378.653,So,SPEAKER_04
1378.673,1378.793,that,SPEAKER_00
1378.853,1379.513,would,SPEAKER_04
1379.533,1379.573,be,SPEAKER_04
1379.873,1379.973,the,SPEAKER_00
1379.993,1380.133,four,SPEAKER_00
1380.173,1380.453,year,SPEAKER_00
1380.493,1380.553,of,SPEAKER_00
1380.573,1380.673,the,SPEAKER_00
1380.693,1381.454,"learning,",SPEAKER_04
1381.974,1382.194,I'm,SPEAKER_04
1382.254,1382.634,"assuming,",SPEAKER_04
1382.654,1383.574,like,SPEAKER_00
1383.694,1383.814,the,SPEAKER_00
1383.834,1384.794,drawing.,SPEAKER_04
1385.234,1385.354,So,SPEAKER_00
1385.414,1385.614,that,SPEAKER_00
1385.734,1385.975,is,SPEAKER_00
1385.995,1386.115,where,SPEAKER_04
1386.135,1386.355,they,SPEAKER_03
1386.395,1386.875,would,SPEAKER_03
1387.115,1388.775,start,SPEAKER_04
1388.795,1389.015,their,SPEAKER_04
1389.035,1389.295,journey.,SPEAKER_04
1390.635,1391.036,Yeah.,SPEAKER_03
1391.836,1392.436,So.,SPEAKER_03
1397.297,1397.377,Are,SPEAKER_00
1397.397,1397.497,we,SPEAKER_00
1397.517,1397.797,supposed,SPEAKER_00
1397.817,1397.897,to,SPEAKER_00
1397.937,1398.037,give,SPEAKER_00
1398.097,1398.137,a,SPEAKER_00
1398.157,1398.317,time,SPEAKER_00
1398.357,1398.597,limit,SPEAKER_00
1398.637,1398.757,to,SPEAKER_00
1398.797,1398.897,each,SPEAKER_00
1398.937,1399.237,puzzle?,SPEAKER_00
1401.398,1401.518,"No,",SPEAKER_04
1401.558,1402.058,just,SPEAKER_04
1402.078,1402.198,the,SPEAKER_04
1402.258,1402.318,one,SPEAKER_04
1402.398,1402.458,at,SPEAKER_04
1402.538,1402.738,a,SPEAKER_04
1403.058,1403.538,time.,SPEAKER_04
1403.978,1404.378,Yeah.,SPEAKER_04
1404.898,1405.178,Okay.,SPEAKER_00
1405.698,1405.839,The,SPEAKER_00
1405.859,1406.039,first,SPEAKER_00
1406.099,1406.159,one,SPEAKER_00
1406.239,1406.299,is,SPEAKER_00
1406.319,1406.419,going,SPEAKER_00
1406.439,1406.539,to,SPEAKER_00
1406.559,1406.699,take,SPEAKER_00
1406.739,1406.799,a,SPEAKER_00
1406.819,1406.939,while,SPEAKER_00
1406.959,1407.359,because,SPEAKER_00
1407.599,1407.759,they'll,SPEAKER_00
1407.779,1407.919,have,SPEAKER_00
1407.939,1408.019,to,SPEAKER_00
1408.039,1408.139,get,SPEAKER_00
1409.181,1409.701,Climatize,SPEAKER_00
1409.741,1409.841,to,SPEAKER_00
1409.861,1409.921,the,SPEAKER_00
1409.961,1410.361,darkness.,SPEAKER_00
1411.622,1411.762,Yeah.,SPEAKER_05
1411.862,1411.982,"Oh,",SPEAKER_05
1421.484,1421.624,God.,SPEAKER_04
1441.857,1441.937,I've,SPEAKER_03
1441.957,1442.137,had,SPEAKER_03
1442.177,1442.297,that,SPEAKER_03
1442.357,1442.398,in,SPEAKER_03
1442.418,1442.478,the,SPEAKER_03
1442.498,1442.738,escape,SPEAKER_03
1442.778,1442.898,room,SPEAKER_03
1442.918,1443.178,before.,SPEAKER_03
1443.218,1443.378,That,SPEAKER_03
1443.398,1443.679,"was,",SPEAKER_03
1443.919,1444.039,did,SPEAKER_03
1444.079,1444.199,not,SPEAKER_03
1444.239,1444.359,go,SPEAKER_03
1444.439,1444.619,very,SPEAKER_03
1444.659,1444.98,well.,SPEAKER_03
1445.1,1445.24,Why,SPEAKER_03
1445.28,1445.36,is,SPEAKER_03
1445.38,1445.64,the,SPEAKER_03
1445.68,1446.001,text,SPEAKER_03
1446.041,1446.461,bigger?,SPEAKER_03
1446.761,1446.921,What's,SPEAKER_03
1446.941,1447.122,going,SPEAKER_03
1447.202,1447.382,on?,SPEAKER_03
1456.73,1456.85,You,SPEAKER_02
1456.87,1457.13,can,SPEAKER_02
1457.27,1457.471,click,SPEAKER_02
1457.611,1457.931,on,SPEAKER_02
1458.031,1458.111,and,SPEAKER_02
1458.311,1458.551,zoom,SPEAKER_02
1458.591,1458.732,"the,",SPEAKER_02
1458.812,1458.892,or,SPEAKER_02
1459.032,1459.472,maybe,SPEAKER_02
1459.552,1460.033,enlarge,SPEAKER_02
1460.273,1460.453,what,SPEAKER_02
1460.493,1460.553,I,SPEAKER_02
1460.573,1460.653,was,SPEAKER_02
1460.673,1460.793,just,SPEAKER_02
1460.833,1461.114,clicking,SPEAKER_02
1461.174,1461.234,on,SPEAKER_02
1461.294,1461.394,or,SPEAKER_02
1461.434,1461.914,anything.,SPEAKER_02
1463.135,1463.616,Yeah.,SPEAKER_03
1463.636,1463.656,I,SPEAKER_03
1465.157,1465.297,was,SPEAKER_03
1465.337,1465.557,just.,SPEAKER_03
1467.519,1467.779,"Oh,",SPEAKER_03
1467.94,1468.04,what?,SPEAKER_03
1476.4,1476.54,I'm,SPEAKER_05
1476.62,1476.76,just,SPEAKER_02
1476.8,1477.161,putting,SPEAKER_02
1477.181,1477.321,some,SPEAKER_02
1477.341,1477.501,good,SPEAKER_02
1477.561,1477.881,ideas,SPEAKER_05
1477.901,1478.081,that,SPEAKER_05
1478.141,1478.242,you,SPEAKER_05
1478.262,1478.422,can,SPEAKER_02
1478.442,1479.403,put,SPEAKER_02
1479.443,1479.603,them,SPEAKER_02
1479.643,1479.723,in,SPEAKER_02
1479.743,1479.823,the,SPEAKER_02
1479.843,1480.043,notes,SPEAKER_02
1480.684,1480.844,that,SPEAKER_02
1480.864,1481.024,you,SPEAKER_02
1481.044,1481.184,think,SPEAKER_02
1481.224,1481.304,you,SPEAKER_02
1481.324,1481.604,need.,SPEAKER_02
1482.385,1482.785,Yeah.,SPEAKER_03
1483.386,1483.526,So,SPEAKER_02
1483.606,1483.686,if,SPEAKER_02
1483.706,1483.946,you,SPEAKER_02
1484.126,1484.307,all,SPEAKER_03
1484.647,1484.987,read,SPEAKER_03
1485.047,1485.187,over,SPEAKER_03
1485.227,1485.548,puzzles,SPEAKER_03
1485.608,1486.008,"again,",SPEAKER_03
1486.088,1486.348,and,SPEAKER_02
1486.408,1486.568,I,SPEAKER_02
1486.588,1486.728,think,SPEAKER_02
1486.769,1486.849,if,SPEAKER_02
1486.869,1486.929,you,SPEAKER_02
1486.989,1487.209,have,SPEAKER_03
1487.349,1487.589,a,SPEAKER_03
1487.809,1488.13,good,SPEAKER_03
1488.17,1488.71,puzzle,SPEAKER_03
1488.79,1488.89,and,SPEAKER_03
1488.91,1489.03,you,SPEAKER_03
1489.05,1489.331,know,SPEAKER_03
1489.971,1490.171,sort,SPEAKER_03
1490.231,1490.492,of,SPEAKER_03
1491.032,1491.152,how,SPEAKER_03
1491.252,1491.512,it's,SPEAKER_03
1491.552,1491.653,going,SPEAKER_03
1491.673,1491.793,to,SPEAKER_03
1491.853,1491.993,"go,",SPEAKER_03
1492.013,1492.113,you,SPEAKER_03
1492.133,1492.233,can,SPEAKER_03
1492.253,1492.353,put,SPEAKER_03
1492.413,1492.473,it,SPEAKER_03
1492.593,1492.673,in,SPEAKER_03
1492.733,1492.773,a,SPEAKER_03
1492.934,1493.234,sticky,SPEAKER_03
1493.274,1493.494,note,SPEAKER_03
1493.574,1493.694,and,SPEAKER_03
1493.714,1493.794,put,SPEAKER_03
1493.834,1493.914,it,SPEAKER_03
1493.994,1494.315,over,SPEAKER_03
1494.335,1494.375,on,SPEAKER_03
1494.595,1494.735,the,SPEAKER_03
1494.755,1494.915,left,SPEAKER_03
1494.935,1495.456,side.,SPEAKER_03
1496.196,1496.276,And,SPEAKER_03
1496.296,1496.416,then,SPEAKER_03
1496.436,1496.777,that,SPEAKER_03
1496.797,1497.157,way,SPEAKER_03
1497.177,1497.317,we,SPEAKER_03
1497.577,1498.518,can,SPEAKER_03
1499.879,1500.059,sort,SPEAKER_03
1500.079,1500.159,of,SPEAKER_03
1500.34,1500.8,arrange,SPEAKER_03
1500.82,1501.04,them,SPEAKER_03
1501.441,1501.561,like,SPEAKER_03
1501.581,1501.661,that.,SPEAKER_03
1559.438,1559.538,What,SPEAKER_00
1559.578,1559.618,do,SPEAKER_00
1559.658,1559.738,you,SPEAKER_00
1559.758,1559.918,think,SPEAKER_00
1559.958,1560.178,about,SPEAKER_00
1560.238,1560.418,this?,SPEAKER_00
1560.658,1560.718,It,SPEAKER_00
1560.738,1560.998,just,SPEAKER_00
1561.118,1561.298,came,SPEAKER_00
1561.318,1561.378,in,SPEAKER_00
1561.398,1561.478,my,SPEAKER_00
1561.558,1561.658,head.,SPEAKER_00
1562.619,1562.799,Since,SPEAKER_00
1562.819,1562.959,we're,SPEAKER_00
1563.019,1563.259,using,SPEAKER_00
1563.319,1563.879,matchsticks,SPEAKER_00
1564.559,1564.659,to,SPEAKER_00
1564.699,1564.999,guide,SPEAKER_00
1565.92,1566.0,in,SPEAKER_00
1566.02,1566.1,the,SPEAKER_00
1566.12,1566.4,"start,",SPEAKER_00
1566.96,1567.1,what,SPEAKER_00
1567.16,1567.22,if,SPEAKER_00
1567.26,1567.48,we,SPEAKER_00
1567.6,1567.9,carried,SPEAKER_00
1567.94,1568.26,forward,SPEAKER_00
1568.28,1568.36,to,SPEAKER_00
1568.4,1568.84,another,SPEAKER_00
1568.94,1569.32,puzzle?,SPEAKER_00
1569.801,1569.981,Like,SPEAKER_00
1570.021,1570.321,maybe,SPEAKER_00
1570.341,1570.501,you,SPEAKER_00
1570.541,1570.681,go,SPEAKER_00
1570.701,1570.761,on,SPEAKER_00
1570.901,1570.921,a,SPEAKER_00
1574.05,1574.15,What,SPEAKER_00
1574.17,1574.25,do,SPEAKER_00
1574.27,1574.971,you,SPEAKER_00
1575.191,1575.872,call,SPEAKER_04
1576.152,1576.672,this?,SPEAKER_04
1577.313,1577.433,The,SPEAKER_04
1577.453,1578.094,participants,SPEAKER_04
1578.214,1578.614,won't,SPEAKER_04
1578.634,1579.015,know,SPEAKER_04
1579.095,1579.235,that,SPEAKER_04
1579.275,1579.455,this,SPEAKER_04
1579.535,1579.695,is,SPEAKER_04
1579.895,1580.736,needed.,SPEAKER_04
1581.177,1581.277,So,SPEAKER_00
1581.297,1581.597,that's,SPEAKER_00
1581.617,1581.697,the,SPEAKER_00
1581.737,1581.857,whole,SPEAKER_00
1581.897,1582.077,point,SPEAKER_00
1582.117,1582.157,of,SPEAKER_00
1582.197,1582.538,escape,SPEAKER_00
1582.558,1582.658,room.,SPEAKER_00
1582.678,1582.738,You,SPEAKER_00
1582.778,1582.898,have,SPEAKER_00
1582.918,1582.998,to,SPEAKER_00
1583.018,1583.379,be,SPEAKER_00
1583.919,1584.059,up,SPEAKER_00
1584.099,1584.279,for,SPEAKER_00
1584.299,1584.56,"anything,",SPEAKER_00
1584.58,1584.8,right?,SPEAKER_00
1585.521,1585.621,So,SPEAKER_00
1585.701,1586.121,maybe,SPEAKER_00
1586.441,1586.622,we,SPEAKER_00
1586.642,1586.782,could,SPEAKER_00
1586.822,1586.922,do,SPEAKER_00
1586.942,1587.042,that.,SPEAKER_00
1588.672,1588.772,So,SPEAKER_04
1588.852,1589.072,it,SPEAKER_04
1589.132,1590.013,happens,SPEAKER_04
1590.053,1590.313,that,SPEAKER_04
1590.333,1590.453,the,SPEAKER_04
1590.473,1590.613,way,SPEAKER_04
1590.693,1592.954,escape,SPEAKER_04
1593.154,1593.674,rooms,SPEAKER_04
1593.754,1594.035,are,SPEAKER_04
1594.935,1596.276,"designed,",SPEAKER_04
1596.356,1596.816,usually,SPEAKER_04
1597.376,1597.576,each,SPEAKER_04
1597.756,1598.097,item,SPEAKER_04
1598.237,1598.517,tends,SPEAKER_04
1598.557,1598.637,to,SPEAKER_04
1598.657,1598.797,be,SPEAKER_04
1598.857,1598.957,used,SPEAKER_04
1598.997,1599.097,once.,SPEAKER_04
1599.117,1599.317,That's,SPEAKER_04
1600.498,1600.598,a,SPEAKER_04
1600.898,1601.218,rule,SPEAKER_04
1601.238,1601.338,that,SPEAKER_04
1601.358,1601.458,they,SPEAKER_04
1601.478,1601.698,tell,SPEAKER_04
1601.758,1601.838,you,SPEAKER_04
1601.878,1601.958,at,SPEAKER_04
1601.978,1602.078,the,SPEAKER_04
1602.098,1602.499,"beginning,",SPEAKER_04
1602.599,1602.939,where,SPEAKER_04
1603.359,1603.579,at,SPEAKER_04
1603.779,1604.159,least,SPEAKER_04
1604.179,1604.299,the,SPEAKER_04
1604.359,1604.48,ones,SPEAKER_04
1604.52,1604.66,that,SPEAKER_04
1604.74,1604.86,I,SPEAKER_04
1604.9,1605.04,was,SPEAKER_04
1605.08,1605.18,"in,",SPEAKER_04
1605.4,1605.78,they,SPEAKER_04
1605.88,1606.4,mentioned,SPEAKER_04
1606.44,1606.901,explicitly,SPEAKER_04
1607.021,1607.401,every,SPEAKER_04
1607.501,1607.701,item,SPEAKER_04
1607.741,1607.801,is,SPEAKER_04
1607.861,1608.001,used,SPEAKER_04
1608.081,1608.301,only,SPEAKER_04
1608.341,1608.461,once.,SPEAKER_04
1608.521,1608.682,So,SPEAKER_04
1608.702,1609.142,don't,SPEAKER_04
1609.242,1609.502,bother,SPEAKER_04
1609.522,1609.842,thinking,SPEAKER_04
1610.002,1610.222,about,SPEAKER_04
1610.302,1610.702,where,SPEAKER_04
1610.883,1611.163,another,SPEAKER_04
1611.243,1611.463,item,SPEAKER_04
1611.503,1611.643,could,SPEAKER_04
1611.663,1611.983,be,SPEAKER_04
1612.443,1612.523,used.,SPEAKER_00
1612.543,1612.623,So,SPEAKER_00
1612.643,1612.884,that's,SPEAKER_00
1612.944,1613.024,a,SPEAKER_00
1613.044,1613.144,rule,SPEAKER_00
1613.184,1613.284,that,SPEAKER_00
1613.304,1613.424,we,SPEAKER_04
1613.704,1613.804,have,SPEAKER_04
1613.824,1613.944,to,SPEAKER_04
1613.964,1614.104,set,SPEAKER_04
1614.164,1614.224,at,SPEAKER_04
1614.264,1614.364,the,SPEAKER_04
1614.384,1614.864,beginning,SPEAKER_04
1614.924,1615.105,of,SPEAKER_04
1615.125,1615.225,the,SPEAKER_04
1615.245,1615.485,puzzle,SPEAKER_04
1615.545,1615.885,itself.,SPEAKER_04
1616.783,1618.004,Okay.,SPEAKER_04
1618.084,1618.124,If,SPEAKER_00
